areaName,unitPrice,rooms,halls,floors,houseStruct,floorArea,directions,decoration,elevaPropora,isElevator,yearProperty,totalPrice
浦口,29257,4,2,3,3,128.52,0,其他,4,1,70,376
鼓楼,59340,3,1,3,1,68.42,0,3,3,0,70,406
鼓楼,56055,3,1,2,1,92.41,0,2,2,0,70,518
玄武,25107,4,2,3,2,72.49,0,其他,2,0,70,182
秦淮,28549,2,1,3,1,62.35,1,其他,2,0,70,178
鼓楼,30878,2,1,3,2,71.25,0,其他,1,暂无数据,70,220
浦口,22183,3,2,3,1,118.11,0,3,2,1,70,262
栖霞,26250,2,1,2,1,64,1,2,2,1,70,168
栖霞,29850,4,2,3,2,211.06,1,1,1,1,70,630
建邺,37826,2,1,2,1,76.14,1,其他,2,0,70,288
浦口,24681,3,1,3,1,89.14,0,其他,2,1,70,220
建邺,25937,2,2,3,1,65.16,0,3,2,0,70,169
鼓楼,38691,3,2,1,1,124.06,0,3,1,1,70,480
秦淮,27769,2,1,1,1,59.42,1,其他,4,1,70,165
鼓楼,30592,3,2,2,1,99.7,0,2,2,0,70,305
秦淮,35109,2,1,2,1,50.13,0,2,2,0,70,176
鼓楼,59963,3,1,2,1,79.05,0,3,2,0,70,474
秦淮,25352,4,2,3,2,96.64,1,其他,2,0,70,245
栖霞,33509,3,2,1,1,133.1,0,3,1.5,1,70,446
秦淮,30182,3,1,3,1,64.61,0,3,2,0,70,195
建邺,31520,1,1,2,1,40.61,1,3,4,0,70,128
浦口,20805,3,1,3,1,115.36,1,其他,2,1,70,240
江宁,28858,2,2,1,1,105.69,0,2,2,1,70,305
栖霞,35980,3,2,1,1,129.24,0,其他,2,1,70,465
鼓楼,43989,3,2,3,1,136.4,0,3,2,1,70,600
江宁,18097,3,2,2,1,132.07,0,其他,2,0,70,239
鼓楼,68523,1,1,2,1,45.97,0,其他,5,1,70,315
江宁,18868,3,2,2,1,103.35,0,其他,2,0,70,195
江宁,26719,3,2,1,1,108.54,0,2,2,1,70,290
浦口,22506,3,2,3,1,127.97,1,3,2,1,70,288
江宁,35849,3,2,3,1,93.45,0,其他,2,1,70,335
江宁,28328,2,1,3,1,90.02,0,3,4,1,70,255
鼓楼,33102,3,1,1,1,71.9,0,其他,2,0,70,238
秦淮,36370,3,2,3,1,124.28,0,其他,2,0,70,452
江宁,20367,3,2,3,1,88.38,0,3,2,0,70,180
建邺,33221,4,2,3,3,76.76,0,3,2,0,70,255
浦口,23158,3,1,3,1,113.14,0,其他,3,1,70,262
玄武,36944,2,2,2,1,90.68,0,3,2,0,70,335
江宁,24778,3,2,2,1,119.06,0,其他,2,1,70,295
鼓楼,64124,2,1,1,1,54.27,0,其他,4,0,70,348
浦口,21917,3,2,2,1,118.63,0,其他,2,1,70,260
江宁,29960,3,1,1,1,139.52,0,3,1.5,1,70,418
栖霞,32585,3,2,2,1,85.93,0,其他,2,1,70,280
秦淮,34383,3,2,1,1,107.03,0,其他,2,1,70,368
浦口,21044,4,2,2,1,158.24,1,3,2,1,70,333
雨花台,31830,3,2,2,1,94.88,0,3,2,0,70,302
秦淮,45093,4,2,1,1,141.71,0,其他,2,1,70,639
鼓楼,40000,3,1,2,1,71,1,其他,2,0,70,284
江宁,18070,3,2,2,1,84.12,0,其他,6,1,70,152
江宁,23342,2,2,3,1,89.97,0,其他,2,0,70,210
秦淮,34416,2,1,1,1,66.83,0,3,2,0,70,230
秦淮,45745,3,2,2,1,94,0,2,2,0,70,430
秦淮,35902,2,1,2,1,57.1,0,2,2,0,70,205
浦口,21234,3,2,1,1,124.8,0,3,2,1,70,265
栖霞,31101,3,2,2,1,112.54,1,其他,1.5,1,70,350
江宁,18776,4,2,1,3,245,0,其他,2,0,70,460
栖霞,31353,3,2,3,1,127.58,0,3,2,1,70,400
江宁,25311,3,2,2,1,138.28,0,3,2,1,70,350
栖霞,26340,3,1,3,2,66.44,0,其他,2,0,70,175
栖霞,36047,3,2,1,1,115.96,0,其他,2,1,70,418
秦淮,34277,3,2,2,1,118.45,0,其他,2,1,70,406
江宁,28441,4,2,1,1,154.71,0,其他,1,1,70,440
浦口,25273,3,2,1,1,131.37,0,其他,1,1,70,332
鼓楼,40147,1,1,2,1,43.59,1,2,3,0,70,175
浦口,20685,3,1,1,1,86.54,0,2,3,1,70,179
雨花台,27100,4,2,3,1,135.06,1,3,2,1,70,366
鼓楼,36435,2,1,3,1,53.52,1,2,3,0,70,195
浦口,18974,3,2,1,1,103.83,1,3,3,1,70,197
江宁,21037,2,2,1,1,90.32,0,2,2,1,70,190
江宁,26293,2,1,2,1,89.38,0,其他,50,1,70,235
鼓楼,40878,4,2,2,1,171,0,3,2.5,1,70,699
江宁,16491,3,2,2,1,103.09,1,其他,2,暂无数据,70,170
建邺,32302,3,1,2,1,73.68,0,其他,2,0,70,238
江宁,25854,3,2,2,1,135.38,0,其他,2,1,70,350
鼓楼,32401,3,1,3,1,97.22,1,1,2,1,70,315
雨花台,33704,3,2,1,1,117.2,0,其他,1.5,1,70,395
雨花台,26747,2,1,2,1,72.16,0,3,2,0,70,193
鼓楼,49006,3,2,3,2,141.82,0,1,1.5,1,70,695
鼓楼,39891,3,2,1,1,120.33,1,3,2,0,70,480
浦口,24671,2,2,2,1,106.2,1,2,2,1,70,262
建邺,49075,2,2,3,1,89.66,0,2,1.5,1,70,440
鼓楼,54802,3,2,2,1,125.91,1,其他,2,1,70,690
秦淮,35339,3,2,2,1,133,0,3,2,1,70,470
鼓楼,65015,3,1,2,1,81.52,0,其他,2,0,70,530
浦口,24422,3,2,1,1,95,1,其他,1.333333333,1,70,232
鼓楼,44860,3,2,2,1,107,0,其他,2,1,70,480
江宁,24500,2,1,3,1,84.9,0,其他,2,1,70,208
秦淮,29088,3,1,1,1,84.23,0,其他,2,0,70,245
建邺,36318,3,2,1,1,114.27,0,其他,2,0,70,415
建邺,50929,3,2,2,1,121.74,0,其他,2,1,70,620
江宁,26048,3,2,2,1,136.29,0,其他,2,0,70,355
江宁,20329,5,2,3,2,177.09,1,其他,2,1,70,360
浦口,25332,3,2,2,1,97.9,0,3,2,1,70,248
秦淮,28939,4,2,3,3,128.55,0,其他,2,0,70,372
鼓楼,34374,3,2,2,1,113.17,0,其他,2,1,70,389
秦淮,57989,3,1,2,1,73.98,0,其他,2,0,70,429
秦淮,85093,3,1,2,1,60.64,0,其他,2,1,70,516
江宁,20392,3,2,3,1,112.79,1,其他,2,0,70,230
浦口,22229,3,2,2,1,134.96,0,3,2,1,70,300
浦口,23023,2,1,1,1,70.8,1,2,3,1,70,163
鼓楼,47904,3,2,2,1,115.65,0,3,2,0,70,554
鼓楼,32447,3,2,1,1,121.74,0,2,2,0,70,395
江宁,26260,3,2,1,1,116.15,1,其他,2,1,70,305
雨花台,32311,2,1,3,1,85.42,1,3,1.5,1,70,276
栖霞,37913,3,2,3,1,89.68,1,3,2,1,70,340
秦淮,28467,3,2,1,1,147.54,0,其他,2,1,70,420
江宁,22610,4,2,1,1,163.65,1,其他,2,0,70,370
江宁,28076,2,2,1,1,81.21,0,3,2,1,70,228
江宁,18073,4,2,3,2,130.03,0,其他,2,0,70,235
江宁,21998,4,2,3,2,167.29,0,其他,2,1,70,368
浦口,26010,3,1,3,1,90.35,1,其他,2,1,70,235
浦口,23700,4,2,3,1,86.5,1,其他,2,0,70,205
鼓楼,47895,2,1,1,1,65.77,0,2,2,0,70,315
栖霞,31600,3,2,2,1,110.76,0,3,2,1,70,350
鼓楼,45503,2,1,2,1,75.82,0,1,2,0,70,345
雨花台,32392,2,1,1,1,89.22,1,3,2,1,70,289
浦口,27007,2,2,1,1,94.42,1,2,2,0,70,255
江宁,25079,4,2,1,3,191.4,0,其他,1,0,70,480
玄武,33402,3,2,1,1,127.24,1,其他,2,1,70,425
浦口,21496,3,2,1,1,107,0,其他,2,1,70,230
浦口,23073,3,1,2,1,88.85,1,其他,2,1,70,205
六合,18750,3,2,2,1,104,1,其他,4,暂无数据,70,195
秦淮,32450,3,1,3,1,130.05,0,其他,3.333333333,1,70,422
江宁,27756,2,2,3,1,86.11,0,3,2,0,70,239
浦口,21359,3,1,3,1,119.39,1,3,1,1,70,255
浦口,20629,3,2,3,1,128.46,1,其他,1,1,70,265
江宁,38328,3,2,3,1,140.37,0,其他,1,1,70,538
江宁,20308,3,2,1,1,115.72,0,其他,3,0,70,235
玄武,42249,3,2,3,1,105.33,0,2,2,0,70,445
鼓楼,73119,2,1,3,1,46.5,0,3,2,0,70,340
浦口,22894,3,2,2,1,121.43,0,其他,2,1,70,278
栖霞,30323,3,2,3,1,108.5,0,其他,2,1,70,329
鼓楼,68581,2,1,1,1,62.7,1,其他,2,0,70,430
江宁,22006,3,2,2,1,112.7,1,2,2,1,70,248
江宁,21996,4,2,3,3,217.77,0,2,2,0,70,479
建邺,63086,3,2,2,1,137.59,1,3,1.5,1,70,868
玄武,56091,3,1,3,1,64.36,0,其他,3,0,70,361
秦淮,36610,3,1,2,1,79.16,0,2,3,0,70,289.8
浦口,23327,3,2,3,1,125.18,0,3,4,1,70,292
浦口,24946,3,2,2,1,106.23,0,其他,4,1,70,265
江宁,17299,4,2,2,1,152.04,0,其他,2,0,70,263
六合,19040,3,2,2,1,118.7,1,其他,2,暂无数据,70,226
江宁,25957,3,2,3,1,125.21,0,其他,1.5,1,70,325
建邺,36968,3,2,1,1,137.96,1,其他,2,1,70,510
栖霞,20733,3,1,3,1,86.82,0,其他,2,0,70,180
江宁,23671,3,2,2,1,135.19,0,其他,2,0,70,320
雨花台,24803,3,2,1,1,88.7,0,其他,2,1,70,220
鼓楼,54501,2,1,1,1,56.88,0,2,3,0,70,310
鼓楼,35676,2,1,3,1,63.91,1,2,4,0,70,228
玄武,42363,3,1,3,1,116.85,0,其他,3.5,1,70,495
浦口,19992,3,2,1,1,120.05,0,3,1,1,70,240
江宁,20504,3,2,1,1,90.23,1,3,2,0,70,185
江宁,23115,4,2,3,1,129.79,0,其他,4,1,70,300
江宁,25517,3,2,1,1,88.57,0,其他,2,1,70,226
江宁,20390,3,2,3,1,117.71,0,3,2,0,70,240
建邺,44760,3,2,3,1,110.59,1,1,2,1,70,495
玄武,42864,3,2,3,1,149.31,1,其他,1,1,70,640
鼓楼,51994,4,2,1,1,169.83,0,3,2,0,70,883
江宁,37233,3,2,1,1,85.41,0,3,2.5,1,70,318
江宁,25093,4,2,2,1,157.42,1,1,4,1,70,395
鼓楼,67188,3,1,1,1,96,0,其他,2,0,70,645
鼓楼,61949,3,2,3,1,122.36,0,3,3,1,70,758
栖霞,32957,3,2,2,1,112.27,0,其他,2,1,70,370
浦口,20112,3,2,2,1,129.28,0,3,2,0,70,260
栖霞,22324,3,1,3,1,83.77,0,其他,2,0,70,187
浦口,23521,3,2,1,1,110.54,0,3,4,1,70,260
秦淮,36287,2,2,1,1,92.32,0,其他,2,0,70,335
浦口,27507,3,2,2,1,89.07,0,3,2,0,70,245
江宁,25912,4,2,1,1,117.71,1,其他,4,0,70,305
江宁,24398,6,3,1,2,285.28,0,其他,2,1,70,696
鼓楼,60917,2,1,1,1,62.38,0,2,2,0,70,380
鼓楼,30949,2,1,2,1,66.24,0,2,2,0,70,205
鼓楼,30417,3,2,3,1,101.92,0,其他,2,1,70,310
江宁,20562,3,2,3,1,99.7,0,1,2,1,70,205
江宁,17505,3,2,3,2,128.54,0,3,2,0,70,225
鼓楼,53223,2,1,2,3,57.87,1,其他,50,1,70,308
江宁,20645,4,2,3,1,140.47,0,3,2,0,70,290
鼓楼,63299,3,2,2,1,100.95,0,2,2,0,70,639
栖霞,22194,5,2,3,3,117.15,0,其他,2,0,70,260
秦淮,50018,3,2,1,1,113.96,1,3,2,0,70,570
栖霞,26484,2,1,2,1,64.19,1,2,2,1,70,170
江宁,23727,3,2,地下室 (共11,1,120.12,1,其他,1,1,70,285
鼓楼,26263,3,1,3,1,83.77,0,其他,2,0,70,220
鼓楼,40492,4,2,1,1,140.77,0,2,2,0,70,570
栖霞,32628,3,2,1,1,93.48,0,其他,2,1,70,305
江宁,42188,3,1,2,1,128,0,其他,2,1,70,540
江宁,24021,3,2,3,1,108.24,0,其他,2,1,70,260
秦淮,36998,3,2,2,1,120.82,0,其他,2,0,70,447
江宁,19826,3,2,2,1,98.36,0,其他,2,0,70,195
秦淮,58061,3,1,1,1,66.31,0,其他,2,0,70,385
江宁,20447,4,2,1,1,150.64,0,2,4,1,70,308
江宁,24718,2,2,3,1,84.96,0,2,2,1,70,210
江宁,28748,3,2,2,1,128.01,0,3,2.666666667,1,70,368
建邺,49731,3,2,2,1,124.27,0,其他,2,1,70,618
建邺,37177,3,2,2,1,108.94,0,其他,2,1,70,405
鼓楼,39758,3,2,2,1,121.99,0,其他,1,1,70,485
江宁,29194,3,2,1,1,89.06,0,其他,2,1,70,260
江宁,31824,3,2,1,1,133.55,1,3,3,1,70,425
浦口,21585,3,2,1,1,109.8,1,其他,2,0,70,237
建邺,40629,2,2,2,1,92.3,0,2,2,0,70,375
秦淮,40086,3,2,3,1,79.83,0,其他,50,1,65,320
栖霞,23124,2,1,1,1,63.14,0,其他,2,0,70,146
秦淮,41492,3,1,3,1,97.61,0,2,3,1,70,405
秦淮,51632,3,2,2,1,139.45,0,3,1.5,1,70,720
浦口,25149,3,2,2,1,87.48,0,3,3,1,70,220
浦口,24176,3,2,3,1,91,0,其他,2,1,70,220
江宁,33708,2,1,3,1,71.2,1,其他,2,0,70,240
江宁,23179,2,2,2,1,84.56,1,3,2,1,70,196
秦淮,27785,2,1,3,1,79.9,0,其他,3,1,70,222
江宁,24184,3,2,3,1,108.75,0,3,2,0,70,263
江宁,28083,3,2,2,1,88.31,0,3,2,1,70,248
秦淮,29353,3,1,2,1,64.05,0,3,4,0,70,188
雨花台,22608,3,2,3,1,103.95,0,其他,3.5,1,70,235
建邺,39119,2,2,2,1,84.36,0,其他,2,0,70,330
浦口,28980,2,2,1,暂无数据,93.17,0,3,2,0,70,270
浦口,23108,3,2,3,1,101.7,0,3,2,1,70,235
雨花台,25709,3,2,3,1,87.52,0,3,2,1,70,225
鼓楼,28997,3,1,3,1,79.32,0,其他,2,0,70,230
江宁,22493,5,2,3,2,180.06,0,其他,3,1,70,405
鼓楼,33015,3,2,3,1,82.69,0,3,3,1,70,273
鼓楼,30471,2,1,1,1,54.15,0,2,3,0,70,165
雨花台,30586,3,2,3,1,88.93,0,3,2,1,70,272
雨花台,24174,3,1,3,1,98.87,0,1,1.5,1,70,239
秦淮,31038,3,1,2,1,70.56,0,2,2,0,70,219
建邺,45410,2,1,3,2,70.47,1,其他,2,1,70,320
浦口,21327,3,2,3,1,114.88,0,3,2,1,70,245
江宁,26173,2,2,2,1,89.79,1,3,4,1,70,235
栖霞,20248,3,1,1,1,84.95,0,其他,4,1,70,172
秦淮,49404,2,1,3,1,58.7,0,其他,2,0,70,290
栖霞,34672,6,2,2,2,224.97,0,其他,2,1,70,780
雨花台,37299,3,2,3,1,121.99,1,2,1,1,70,455
江宁,33231,2,2,3,1,65,1,其他,2,0,70,216
秦淮,45761,3,1,1,1,93.53,0,其他,4,1,70,428
浦口,22405,4,1,1,1,137.92,1,其他,2,1,70,309
秦淮,30163,2,1,3,1,58.02,0,3,2,1,70,175
浦口,20400,4,3,3,2,147.06,0,3,2,1,70,300
秦淮,33388,4,2,1,1,134.78,0,2,2,0,70,450
江宁,23181,4,2,2,1,141.5,0,2,2,0,70,328
江宁,26686,4,2,1,1,157.39,0,其他,2,1,70,420
江宁,27249,3,2,2,1,125.51,0,其他,2,0,70,342
浦口,20616,2,2,1,1,89.74,0,1,2,0,70,185
江宁,18708,4,2,3,2,179.07,0,1,1.5,1,70,335
江宁,39056,3,2,2,1,127.51,0,其他,1,1,70,498
栖霞,20267,3,1,3,1,87.83,0,其他,2,1,70,178
浦口,22782,3,2,1,1,87.57,0,1,2,1,70,199.5
江宁,27071,2,2,3,1,105.28,1,其他,2,1,70,285
浦口,23564,3,2,3,1,87,1,3,2,0,70,205
浦口,24111,2,2,2,1,82.95,0,3,2,1,70,200
秦淮,31457,1,1,2,1,39.42,1,2,2,0,70,124
建邺,52053,3,2,3,1,120.07,1,其他,2,1,70,625
栖霞,22112,2,1,3,1,54.27,0,2,3,0,70,120
浦口,25872,3,2,3,1,93.54,1,其他,2,1,70,242
玄武,64460,3,1,3,1,102.39,1,3,1.5,1,70,660
鼓楼,70377,2,1,2,1,52.29,0,其他,3,0,70,368
秦淮,54914,2,1,2,1,51.9,0,2,3,0,70,285
建邺,52003,3,2,3,1,116.34,1,其他,1.5,1,70,605
鼓楼,59782,2,2,3,1,81.63,0,3,2,0,70,488
江宁,23597,3,2,2,1,109.34,0,其他,2,0,70,258
浦口,24067,3,2,2,1,118.42,1,3,2,1,70,285
秦淮,38757,4,2,1,1,121.27,0,其他,2,0,70,470
鼓楼,30577,2,2,2,1,97.46,0,1,2,1,70,298
浦口,27681,3,2,2,1,94.65,0,其他,1.333333333,1,70,262
浦口,20437,2,2,2,1,86.61,0,1,2,1,70,177
江宁,20598,3,1,2,1,86.42,0,3,2,0,70,178
栖霞,29350,2,1,3,1,66.44,0,3,2,0,70,195
秦淮,60655,1,1,1,1,37.59,0,2,4,0,70,228
江宁,36244,3,2,3,1,118.09,1,其他,1.5,1,70,428
雨花台,26659,3,1,3,1,67.52,0,2,2,暂无数据,70,180
玄武,22142,2,2,3,1,74.52,1,3,2,0,70,165
鼓楼,22684,2,1,3,1,67.89,0,2,2,0,70,154
玄武,25769,3,1,1,1,82.66,1,其他,2,0,70,213
江宁,26143,2,1,2,1,82.24,0,其他,2.5,1,70,215
玄武,34328,2,1,3,1,66.42,0,3,2,0,70,228
浦口,17893,3,2,3,1,117.37,1,3,2,1,70,210
江宁,17342,3,2,3,1,95.15,1,3,4,1,70,165
玄武,30126,3,2,2,1,117.84,0,其他,2,1,70,355
浦口,30642,2,2,3,1,83.22,0,其他,1.5,1,70,255
玄武,76658,2,1,3,1,52.05,0,3,2,0,70,399
浦口,21128,3,2,2,1,106.97,0,1,2,1,70,226
江宁,21588,3,2,3,1,145.92,0,其他,2,0,70,315
建邺,62455,2,2,3,1,96.07,0,其他,2,1,70,600
浦口,22909,2,2,1,1,72.9,0,3,3,1,70,167
江宁,28515,2,2,3,1,101,0,3,2,1,70,288
浦口,24478,3,2,1,1,89.88,1,其他,2,1,70,220
江宁,32202,2,2,2,1,91.92,0,2,2,0,70,296
建邺,27839,2,2,3,1,68.25,0,其他,2,0,70,190
秦淮,28508,2,1,2,1,57.88,0,其他,2,0,70,165
栖霞,25336,3,1,2,1,72.23,1,2,2,0,70,183
玄武,37345,4,2,3,1,131.21,0,其他,2,0,70,490
玄武,48099,2,1,1,1,44.7,1,2,3,1,70,215
鼓楼,28917,2,1,3,1,60.52,0,2,3,0,70,175
浦口,21957,3,2,3,1,107.03,0,其他,2,1,70,235
浦口,22188,2,2,2,1,96.9,0,2,2,1,70,215
建邺,32626,2,1,3,1,63.14,0,1,4,1,70,206
江宁,28342,2,2,2,1,84.33,0,其他,2,0,70,239
浦口,25782,3,2,3,1,103.95,0,其他,2,1,70,268
栖霞,29946,3,2,1,1,110.2,0,其他,2,1,70,330
建邺,31523,2,2,2,1,78.99,1,3,2,0,70,249
鼓楼,25528,3,1,2,1,72.47,0,2,2,0,70,185
建邺,29548,3,1,1,1,62.95,0,其他,2,0,70,186
秦淮,29412,2,1,2,1,57.8,0,2,2,0,70,170
秦淮,30329,3,2,1,1,105.51,0,其他,2,1,70,320
玄武,23589,3,1,3,1,72.07,0,其他,3,0,70,170
浦口,20804,3,2,3,1,124.98,1,2,2,1,70,260
江宁,18675,3,2,3,1,117.81,0,其他,2,0,70,220
鼓楼,42860,2,1,3,1,61.13,0,2,4,0,70,262
雨花台,35729,3,2,1,1,98.52,0,2,2,0,70,352
浦口,26181,3,2,2,1,89.76,0,2,2,1,70,235
浦口,25126,1,2,1,1,65.67,1,2,3,1,70,165
浦口,22030,3,2,1,1,122.11,0,其他,2,1,70,269
建邺,40736,3,2,3,1,143.61,0,2,2,1,70,585
浦口,28130,3,2,2,1,127.98,0,其他,1.5,1,70,360
鼓楼,27796,3,1,2,1,93.54,0,2,2,1,70,260
鼓楼,37072,3,1,3,1,161.85,0,3,1.333333333,1,70,600
鼓楼,56716,2,1,3,1,77.58,0,2,2,0,70,440
建邺,29569,2,1,1,1,58.17,1,其他,4,0,70,172
鼓楼,38278,4,2,2,1,209,0,其他,1.5,1,70,800
六合,16757,2,2,3,1,74,1,其他,2,0,70,124
玄武,23428,2,1,3,1,69.15,0,2,2,0,70,162
鼓楼,44721,2,2,3,1,59.48,0,其他,2,0,70,266
江宁,23852,2,2,1,1,91.4,0,2,2,1,70,218
玄武,32705,3,1,2,1,91.73,0,3,4,1,70,300
江宁,23813,2,2,2,1,88.19,0,3,2,0,70,210
浦口,23944,3,2,1,1,108.59,0,其他,2,1,70,260
建邺,27210,1,1,3,1,38.59,1,1,3,0,70,105
栖霞,34282,3,2,1,1,128.35,1,其他,1,1,70,440
浦口,20157,2,2,1,1,90.79,0,2,2,0,70,183
江宁,25548,4,2,3,1,137,1,1,3,1,70,350
江宁,31011,4,2,2,1,156.4,0,其他,2,1,70,485
浦口,22086,3,2,1,1,122.25,0,2,2,1,70,270
浦口,22254,2,2,1,1,91.22,0,3,2,1,70,203
江宁,21648,3,2,3,1,106.25,0,其他,2,1,70,230
鼓楼,59777,3,1,2,1,86.99,1,3,2,1,70,520
玄武,32755,3,2,1,1,109.91,0,3,2,1,70,360
江宁,20934,3,2,1,1,87.42,0,3,2,1,70,183
鼓楼,32284,2,1,3,1,63.5,0,2,2,0,70,205
栖霞,27893,2,2,2,1,82.46,1,其他,2,0,70,230
玄武,80776,2,1,2,1,49.52,0,其他,4,0,70,400
浦口,23626,2,1,2,1,80.42,0,3,3,1,70,190
鼓楼,32489,3,2,3,1,76.95,0,其他,2,0,70,250
江宁,22379,4,2,1,1,136.29,0,其他,2,0,70,305
秦淮,24409,2,1,3,1,67.6,0,2,2,0,70,165
鼓楼,24757,2,1,3,1,68.67,0,其他,2,0,70,170
秦淮,28581,2,1,2,1,63.68,0,1,2,1,70,182
秦淮,32331,3,2,2,1,106.71,0,其他,2,1,70,345
江宁,29022,3,2,3,1,96.48,0,3,1,1,70,280
鼓楼,30625,2,1,3,1,60.41,0,2,2,0,70,185
鼓楼,72525,1,1,2,1,47.57,1,2,4,0,70,345
玄武,30239,2,1,2,1,56.22,0,2,2,0,70,170
秦淮,45093,4,2,1,1,141.71,0,其他,2,1,70,639
鼓楼,40610,3,1,2,1,68.95,0,2,2,暂无数据,70,280
秦淮,63531,2,2,3,暂无数据,73.98,1,2,4,1,70,470
浦口,25626,3,2,1,1,119.02,1,3,2,1,70,305
建邺,24737,2,1,3,1,76,0,2,2,0,70,188
秦淮,31288,2,1,2,1,49.86,1,其他,3,0,70,156
江宁,21156,2,1,1,1,84.61,0,其他,2,0,70,179
江宁,18280,3,2,1,1,87.53,1,3,2,1,70,160
秦淮,32149,4,2,3,2,167.35,1,2,2,0,70,538
鼓楼,27255,1,1,2,1,44.03,1,3,3,1,70,120
建邺,53679,3,2,1,1,133.76,0,3,2,1,70,718
浦口,27310,2,2,1,1,87.88,0,其他,2,1,70,240
鼓楼,42687,2,2,3,1,76.84,0,2,2,0,70,328
浦口,16221,5,2,3,2,212.7,0,2,3,1,70,345
江宁,26883,3,2,2,1,97.46,0,1,2,1,70,262
栖霞,25501,3,1,1,1,78.43,0,2,2,0,70,200
鼓楼,55720,4,2,2,1,145.37,0,3,2,0,70,810
雨花台,34521,2,2,2,1,83.14,1,3,2,1,70,287
鼓楼,76435,3,2,2,1,92.89,0,其他,2,0,70,710
栖霞,27336,3,2,3,1,93.65,1,3,2,0,70,256
浦口,24332,3,2,2,1,121.24,0,3,2,1,70,295
建邺,37077,4,2,1,1,237.35,0,1,1,1,70,880
秦淮,29580,2,1,1,1,50.71,0,3,3,0,70,150
栖霞,26589,3,2,3,1,100.42,0,3,2,0,70,267
江宁,25812,3,2,2,1,138.7,0,3,2,0,70,358
浦口,27281,2,2,2,1,85.41,1,1,1.5,1,70,233
栖霞,29003,2,1,1,1,96.2,1,3,2,0,70,279
秦淮,43824,2,1,1,1,73.02,0,2,5,1,70,320
浦口,21140,3,2,1,1,139.55,0,3,2,1,70,295
建邺,22483,2,1,3,1,73.39,0,2,2,0,70,165
浦口,27957,2,2,2,1,96.58,1,3,2,1,70,270
建邺,37636,3,2,1,1,108.94,0,3,2,1,70,410
浦口,21967,3,2,2,1,118.36,0,2,2,1,70,260
雨花台,26712,3,2,1,1,119.8,0,3,2,1,70,320
秦淮,28910,2,1,2,1,68.49,0,1,4,1,70,198
浦口,28990,4,4,3,3,155.23,1,3,2,0,70,450
玄武,29769,1,1,1,1,45.35,0,其他,2,0,70,135
江宁,28696,2,2,1,1,82.94,1,3,1.5,1,70,238
浦口,21263,2,2,3,1,92.65,0,2,2,1,70,197
玄武,29146,1,1,1,1,49.75,0,其他,50,1,70,145
鼓楼,62251,2,1,1,1,62.65,0,2,2,0,70,390
